TAGID,TAGNAME,MOVIESWITHTAG,AVGTAGRELEVANCE,AVGRATINGFORTAGGEDMOVIES,UNIQUEUSERSRATINGTAGGEDMOVIES,TOTALRATINGSFORTAGGEDMOVIES,RATINGVARIANCEFORTAGGEDMOVIES,RATINGLIFTVSAVERAGE,TAGEFFECTIVENESSLEVEL
612,los angeles,10381,0.095,3.63,137300,3222852,1.02,2.96,Effective
462,graphic novel,10381,0.082,3.63,135559,3542468,1.04,2.96,Effective
144,blindness,10381,0.134,3.63,138462,6753300,1,2.96,Effective
382,fast paced,10381,0.2,3.63,138493,13525516,1.01,2.96,Effective
542,indiana jones,10381,0.011,3.63,113814,630959,1.04,2.96,Effective
347,emma watson,10381,0.009,3.63,28157,84427,0.95,2.96,Effective
845,reflective,10381,0.281,3.63,138493,16173000,1.01,2.96,Effective
166,broadway,10381,0.035,3.63,96406,476597,1.04,2.96,Effective
802,post apocalyptic,10381,0.06,3.63,136217,2749511,1.05,2.96,Effective
427,geek,10381,0.075,3.63,137694,3093982,1.02,2.96,Effective
123,beauty pageant,10381,0.026,3.63,85983,236852,1.03,2.96,Effective
213,circus,10381,0.023,3.62,51844,118966,0.99,2.68,Effective
386,fbi,10381,0.081,3.62,135734,2816951,0.97,2.68,Effective
172,bullying,10381,0.156,3.62,138479,6921819,1.03,2.68,Effective
171,bullshit history,10381,0.064,3.62,137791,4098306,1.01,2.68,Effective
998,survival,10381,0.183,3.62,138492,11160167,1.01,2.68,Effective
682,murder,10381,0.259,3.62,138492,13881759,1.02,2.68,Effective
1095,voyeurism,10381,0.066,3.62,122598,1193882,1.05,2.68,Effective
456,gore,10381,0.049,3.62,125971,1778876,1.08,2.68,Effective
94,awesome soundtrack,10381,0.204,3.62,138493,14355802,1.02,2.68,Effective
897,secrets,10381,0.276,3.62,138493,16296464,1.01,2.68,Effective
345,effects,10381,0.112,3.62,138449,7483709,1.04,2.68,Effective
1100,watch the credits,10381,0.066,3.62,135753,2732066,1.02,2.68,Effective
687,musicians,10381,0.067,3.62,106858,798721,1.03,2.68,Effective
775,peter pan,10381,0.01,3.61,71484,188255,0.96,2.4,Effective
1093,visuals,10381,0.119,3.61,138464,6603657,1.03,2.4,Effective
659,mockumentary,10381,0.031,3.61,63140,211510,1.05,2.4,Effective
1085,violent,10381,0.267,3.61,138492,13999635,1.03,2.4,Effective
45,aliens,10381,0.074,3.61,137630,3376884,1.05,2.4,Effective
417,funny,10381,0.195,3.61,138493,11137449,1.03,2.4,Effective
192,cerebral,10381,0.289,3.61,138493,16830473,1.02,2.4,Effective
1028,time travel,10381,0.032,3.61,127477,1097276,1.01,2.4,Effective
926,slapstick,10381,0.203,3.33,138491,11505771,1.08,-5.55,Moderate
688,mutants,10381,0.076,3.33,135300,3003751,1.09,-5.55,Moderate
108,based on a comic,10381,0.06,3.33,128529,1680090,1.07,-5.55,Moderate
902,sequels,10381,0.11,3.33,137483,4261053,1.11,-5.55,Moderate
720,notable nudity,10381,0.112,3.33,135399,2811999,1.06,-5.55,Moderate
1014,teen movie,10381,0.213,3.32,138480,9518862,1.08,-5.83,Moderate
879,saturday night live,10381,0.073,3.31,132888,2407131,1.1,-6.11,Moderate
404,fountain of youth,10381,0.023,3.31,52986,137199,1.06,-6.11,Moderate
1105,werewolf,10381,0.075,3.31,118507,1038413,1.08,-6.11,Moderate
503,high school,10381,0.109,3.31,128218,2285005,1.12,-6.11,Moderate
1074,video game,10381,0.076,3.31,135213,2592464,1.08,-6.11,Moderate
62,animals,10381,0.123,3.31,136698,3197803,1.11,-6.11,Moderate
993,surfing,10381,0.022,3.29,26982,43847,1.08,-6.68,Moderate
318,dolphins,10381,0.033,3.29,68603,125912,1.07,-6.68,Moderate
406,franchise,10381,0.199,3.29,138391,8480803,1.1,-6.68,Moderate
101,bad science,10381,0.079,3.29,136226,3139596,1.11,-6.68,Moderate
301,devil,10381,0.058,3.28,119033,980375,1.11,-6.96,Moderate
332,dumb,10381,0.082,3.28,137666,4312352,1.11,-6.96,Moderate
1106,werewolves,10381,0.035,3.28,85842,491218,1.08,-6.96,Moderate
975,strippers,10381,0.024,3.27,69469,218779,1.12,-7.25,Moderate
245,computer game,10381,0.059,3.27,132157,1955661,1.11,-7.25,Moderate
234,comics,10381,0.077,3.27,134552,2435774,1.08,-7.25,Moderate
198,cheesy,10381,0.096,3.26,138014,5032155,1.1,-7.53,Moderate
1017,teens,10381,0.147,3.26,137028,3733107,1.11,-7.53,Moderate
495,hawaii,10381,0.044,3.26,90548,407412,1.04,-7.53,Moderate
256,corny,10381,0.064,3.25,137295,3502492,1.1,-7.82,Moderate
116,basketball,10381,0.024,3.25,67961,222971,1.09,-7.82,Moderate
95,awful,10381,0.099,3.25,137773,3523392,1.17,-7.82,Moderate
1127,zombie,10381,0.111,3.24,123231,1516048,1.11,-8.1,Moderate
673,mountain climbing,10381,0.012,3.24,67532,128523,0.97,-8.1,Moderate
100,bad plot,10381,0.239,3.24,138455,10465610,1.07,-8.1,Moderate
1069,vampires,10381,0.019,3.23,58320,167422,1.08,-8.38,Moderate
476,gross-out,10381,0.028,3.22,109856,837328,1.13,-8.67,Moderate
58,amy smart,10381,0.081,3.22,129924,2002765,1.08,-8.67,Moderate
707,ninja,10381,0.075,3.22,130881,2130218,1.1,-8.67,Moderate
106,baseball,10381,0.008,3.21,43101,97746,1.06,-8.95,Moderate
1068,vampire human love,10381,0.071,3.21,103457,646156,1.12,-8.95,Moderate
38,airplane,10381,0.019,3.2,84866,282597,1.05,-9.23,Moderate
98,bad cgi,10381,0.128,3.2,137834,5412723,1.11,-9.23,Moderate
486,halloween,10381,0.033,3.2,87336,524259,1.15,-9.23,Moderate
729,nudity (rear),10381,0.126,3.2,133456,3102715,1.08,-9.23,Moderate
333,dumb but funny,10381,0.113,3.2,136156,3371621,1.12,-9.23,Moderate
533,idiotic,10381,0.14,3.2,138234,5700095,1.13,-9.23,Moderate
718,not as good as the first,10381,0.05,3.2,131641,1951142,1.08,-9.23,Moderate
392,figure skating,10381,0.012,3.19,12145,16053,1.01,-9.52,Moderate
1067,vampire,10381,0.027,3.19,59787,178768,1.09,-9.52,Moderate
111,based on a tv show,10381,0.048,3.17,124743,1083440,1.12,-10.08,Moderate
479,guilty pleasure,10381,0.066,3.15,135801,2762952,1.09,-10.65,Moderate
177,campy,10381,0.12,3.14,136739,4151605,1.1,-10.94,Moderate
852,ridiculous,10381,0.114,3.12,137579,4851476,1.11,-11.5,Moderate
264,crappy sequel,10381,0.104,3.11,136402,3431996,1.16,-11.79,Moderate
594,lame,10381,0.112,3.11,137869,4781307,1.13,-11.79,Moderate
96,bad,10381,0.114,3.09,137286,4736634,1.12,-12.35,Moderate
23,adapted from:comic,10381,0.101,3.09,133933,2857565,1.13,-12.35,Moderate
501,heroine in tight suit,10381,0.03,3.08,56104,373703,1.08,-12.64,Moderate
978,stupid,10381,0.101,3.06,136912,4235298,1.12,-13.2,Moderate
1077,videogame,10381,0.018,3.06,65709,217346,1.12,-13.2,Moderate
308,disaster,10381,0.143,3.05,137778,5514511,1.09,-13.49,Moderate
927,slasher,10381,0.051,3.02,77645,550836,1.18,-14.34,Moderate
849,remake,10381,0.101,3,126821,2309287,1.13,-14.91,Moderate
102,bad script,10381,0.061,3,123540,1691181,1.14,-14.91,Moderate
979,stupid as hell,10381,0.112,2.99,135776,3634450,1.14,-15.19,Low Impact
521,horrible,10381,0.13,2.98,136347,3992599,1.11,-15.47,Low Impact
1058,unintentionally funny,10381,0.056,2.96,120145,1164348,1.11,-16.04,Low Impact
112,based on a video game,10381,0.053,2.95,114831,1035231,1.12,-16.32,Low Impact
103,bad sequel,10381,0.017,2.94,94369,458629,1.12,-16.61,Low Impact
155,boring,10381,0.127,2.92,136085,3196675,1.14,-17.18,Low Impact
24,adapted from:game,10381,0.031,2.84,56616,177174,1.15,-19.44,Low Impact
1075,video game adaptation,10381,0.028,2.83,57881,212113,1.15,-19.73,Low Impact
934,so bad it's good,10381,0.037,2.75,99597,601723,1.16,-22,Low Impact
1099,waste of time,10381,0.026,2.68,54008,201121,1.15,-23.98,Low Impact
576,japanese,10381,0.046,3.75,75665,458339,1.01,6.37,Effective
600,life,10381,0.175,3.75,138481,8958540,0.96,6.37,Effective
157,boston,10381,0.057,3.75,133403,1713795,0.92,6.37,Effective
422,gangs,10381,0.142,3.75,138443,6681982,0.98,6.37,Effective
527,humanity,10381,0.136,3.75,138473,7566696,0.99,6.37,Effective
408,free speech,10381,0.052,3.75,119044,810926,0.99,6.37,Effective
482,guns,10381,0.085,3.75,137995,5497743,0.97,6.37,Effective
1125,wuxia,10381,0.041,3.75,82284,380742,1.01,6.37,Effective
954,spielberg,10381,0.02,3.75,132024,1742434,0.99,6.37,Effective
684,music,10381,0.103,3.75,137849,3430029,1.02,6.37,Effective
274,cult,10381,0.134,3.74,138464,9378537,1,6.08,Effective
613,love,10381,0.194,3.74,138492,12088230,0.98,6.08,Effective
268,crime,10381,0.164,3.74,138396,7565591,0.97,6.08,Effective
1010,teacher,10381,0.129,3.74,137830,5145076,0.97,6.08,Effective
541,india,10381,0.015,3.74,83415,210216,0.93,6.08,Effective
34,africa,10381,0.047,3.74,119645,869335,0.99,6.08,Effective
1023,texas,10381,0.097,3.74,136081,2748635,0.97,6.08,Effective
824,psychology,10381,0.188,3.74,138468,9729101,0.99,6.08,Effective
799,political corruption,10381,0.072,3.74,132875,1916019,0.9,6.08,Effective
514,hollywood,10381,0.032,3.74,101446,517142,0.97,6.08,Effective
384,father son relationship,10381,0.047,3.74,126163,1384324,0.98,6.08,Effective
789,plot twist,10381,0.161,3.74,138486,10696622,0.97,6.08,Effective
497,heartwarming,10381,0.154,3.74,138478,8402667,0.97,6.08,Effective
778,philip k. dick,10381,0.087,3.74,138133,4384043,0.99,6.08,Effective
671,mother-son relationship,10381,0.055,3.74,102968,541309,0.94,6.08,Effective
312,disturbing,10381,0.199,3.74,138429,8198402,1,6.08,Effective
809,prejudice,10381,0.195,3.74,138493,13554277,0.96,6.08,Effective
3,18th century,10381,0.069,3.74,134645,1990365,0.97,6.08,Effective
401,forceful,10381,0.212,3.74,138493,13219979,0.96,6.08,Effective
774,period piece,10381,0.165,3.74,138490,10419812,0.96,6.08,Effective
461,graphic design,10381,0.081,3.74,138126,3758929,0.98,6.08,Effective
1006,sword fighting,10381,0.04,3.74,124103,1328388,1.02,6.08,Effective
167,brothers,10381,0.146,3.74,138478,7769011,0.98,6.08,Effective
755,oscar (best music - original song),10381,0.056,3.73,130019,1540392,0.98,5.8,Effective
1042,travel,10381,0.048,3.73,133933,1763871,0.98,5.8,Effective
9,1980s,10381,0.112,3.73,138365,6300700,0.98,5.8,Effective
162,breathtaking,10381,0.218,3.73,138492,13333754,0.97,5.8,Effective
267,creepy,10381,0.131,3.73,138204,5232978,1.01,5.8,Effective
458,gory,10381,0.172,3.73,138474,9967468,0.99,5.8,Effective
109,based on a play,10381,0.17,3.73,138412,6643690,0.96,5.8,Effective
518,homosexuality,10381,0.047,3.73,105252,635026,0.98,5.8,Effective
131,biblical,10381,0.033,3.73,116977,867565,1.01,5.8,Effective
1020,tense,10381,0.224,3.73,138486,11696438,0.97,5.8,Effective
683,murder mystery,10381,0.131,3.73,137629,3781038,0.95,5.8,Effective
950,special,10381,0.144,3.73,138493,11593309,0.98,5.8,Effective
354,ensemble cast,10381,0.138,3.73,138474,7529756,0.97,5.8,Effective
1005,sword fight,10381,0.046,3.73,135515,2760308,1,5.8,Effective
994,surprise ending,10381,0.078,3.73,136744,3107694,0.98,5.8,Effective
821,psychiatrist,10381,0.063,3.73,134962,2041671,0.98,5.8,Effective
477,gruesome,10381,0.069,3.73,134073,2524272,1.05,5.8,Effective
260,courage,10381,0.162,3.73,138492,10289648,0.97,5.8,Effective
199,chess,10381,0.034,3.73,112465,569599,0.9,5.8,Effective
173,business,10381,0.077,3.73,136612,2840741,0.92,5.8,Effective
141,black comedy,10381,0.171,3.72,138357,7614072,1,5.52,Effective
656,mistaken identity,10381,0.059,3.72,125094,1005566,0.99,5.52,Effective
733,obsession,10381,0.266,3.72,138490,11929678,0.99,5.52,Effective
708,no dialogue,10381,0.037,3.72,52540,156248,1.03,5.52,Effective
968,stoner movie,10381,0.137,3.72,138163,5745350,1.02,5.52,Effective
179,cancer,10381,0.093,3.72,137938,3408618,0.98,5.52,Effective
908,sexual abuse,10381,0.107,3.72,130569,1996249,0.98,5.52,Effective
767,paranoid,10381,0.188,3.72,138486,11482821,0.99,5.52,Effective
892,scotland,10381,0.038,3.72,108136,521751,0.98,5.52,Effective
399,food,10381,0.019,3.72,67970,156224,0.95,5.52,Effective
283,dance,10381,0.055,3.72,128171,1298686,1.02,5.52,Effective
891,scifi cult,10381,0.069,3.72,137829,4099916,1.01,5.52,Effective
226,cold war,10381,0.08,3.72,134268,2078975,0.95,5.52,Effective
403,foul language,10381,0.119,3.72,138483,8661131,0.99,5.52,Effective
783,pigs,10381,0.051,3.72,126450,1235655,0.96,5.52,Effective
138,bittersweet,10381,0.222,3.72,138492,11431402,0.99,5.52,Effective
262,courtroom,10381,0.07,3.72,133969,2081455,0.92,5.52,Effective
563,irish,10381,0.047,3.72,108010,594445,0.95,5.52,Effective
491,hard to watch,10381,0.084,3.72,129695,1899384,1,5.52,Effective
928,slavery,10381,0.044,3.72,126711,1136364,0.97,5.52,Effective
206,chocolate,10381,0.04,3.72,129390,1234134,1,5.52,Effective
560,iraq,10381,0.032,3.72,100191,518603,0.96,5.52,Effective
326,dreams,10381,0.173,3.72,138486,7992110,1.01,5.52,Effective
793,poker,10381,0.064,3.72,134762,1996907,0.92,5.52,Effective
969,stop motion,10381,0.06,3.72,133913,2367678,1,5.52,Effective
187,casino,10381,0.021,3.72,97762,502550,0.9,5.52,Effective
996,surrealism,10381,0.126,3.72,137368,4079398,1.06,5.52,Effective
628,marijuana,10381,0.045,3.68,104911,983934,1,4.38,Effective
795,police,10381,0.057,3.68,132750,1893157,0.99,4.38,Effective
328,drinking,10381,0.27,3.68,138493,13880392,1,4.38,Effective
184,carrie-anne moss,10381,0.026,3.68,114333,769506,1.02,4.38,Effective
158,bowling,10381,0.031,3.68,67485,239665,1.03,4.38,Effective
590,king arthur,10381,0.02,3.68,92716,271875,1.02,4.38,Effective
545,infidelity,10381,0.102,3.68,132571,2336261,0.98,4.38,Effective
900,sentimental,10381,0.166,3.68,138491,9963310,0.99,4.38,Effective
53,alternate universe,10381,0.075,3.68,138184,4813341,0.99,4.38,Effective
796,police corruption,10381,0.141,3.68,138158,5652355,0.99,4.38,Effective
371,fairy tale,10381,0.079,3.68,138197,4261699,1.01,4.38,Effective
578,jazz,10381,0.029,3.68,83205,368914,0.96,4.38,Effective
265,crazy,10381,0.113,3.68,138384,6479180,1.02,4.38,Effective
543,indians,10381,0.125,3.68,138453,5931675,1,4.38,Effective
251,conspiracy,10381,0.152,3.68,138486,10262293,0.98,4.38,Effective
830,quotable,10381,0.207,3.68,138493,14453032,0.99,4.38,Effective
481,gunfight,10381,0.243,3.67,138493,13929275,1,4.1,Effective
597,lawyer,10381,0.1,3.67,138064,4169249,0.96,4.1,Effective
667,moon,10381,0.032,3.67,120814,733697,1.01,4.1,Effective
246,computers,10381,0.043,3.67,136501,3141953,0.99,4.1,Effective
342,ecology,10381,0.027,3.67,106085,510586,1.02,4.1,Effective
1034,torture,10381,0.178,3.67,138493,12650257,1,4.1,Effective
70,apocalypse,10381,0.115,3.67,138463,8646879,1.02,4.1,Effective
981,stylish,10381,0.205,3.67,138476,9831056,1,4.1,Effective
77,artificial intelligence,10381,0.029,3.67,127232,1371768,1.02,4.1,Effective
847,religion,10381,0.082,3.67,131363,1731190,1.02,4.1,Effective
567,islam,10381,0.125,3.67,137828,3441683,0.98,4.1,Effective
90,author:neil gaiman,10381,0.069,3.67,122108,1109468,0.99,4.1,Effective
1003,sweet,10381,0.148,3.67,138467,7247968,0.99,4.1,Effective
668,moral ambiguity,10381,0.219,3.67,138493,14816464,1,4.1,Effective
846,relationships,10381,0.283,3.67,138493,11324775,1,4.1,Effective
747,oscar (best actress),10381,0.279,3.67,138493,15501419,0.99,4.1,Effective
725,nudity,10381,0.091,3.67,135993,3572684,1.05,4.1,Effective
437,giant robots,10381,0.079,3.67,137238,3354001,1.02,4.1,Effective
336,dystopia,10381,0.093,3.67,137787,4631615,1.02,4.1,Effective
622,mafia,10381,0.06,3.67,129386,1463862,1.01,4.1,Effective
642,memory,10381,0.141,3.67,138483,7122081,1.03,4.1,Effective
621,made for tv,10381,0.093,3.67,132429,1487475,1.03,4.1,Effective
1011,tear jerker,10381,0.087,3.67,137973,3550107,1.01,4.1,Effective
115,based on true story,10381,0.158,3.66,138488,7417568,0.98,3.81,Effective
516,homeless,10381,0.101,3.66,137280,2797474,0.99,3.81,Effective
649,middle east,10381,0.043,3.66,105158,543088,0.96,3.81,Effective
1041,transgender,10381,0.048,3.66,90194,415327,1,3.81,Effective
752,oscar (best effects - visual effects),10381,0.147,3.66,138492,12195365,1,3.81,Effective
823,psychological,10381,0.231,3.66,138488,11438921,1.02,3.81,Effective
691,narrated,10381,0.278,3.66,138493,15603595,1,3.81,Effective
372,fairy tales,10381,0.057,3.66,136972,2718578,0.99,3.81,Effective
717,nostalgic,10381,0.199,3.66,138493,13491505,1.01,3.81,Effective
432,george orwell,10381,0.059,3.66,99905,566044,1,3.81,Effective
60,androids,10381,0.029,3.66,121415,1037900,1.05,3.81,Effective
724,nuclear war,10381,0.028,3.66,122384,887153,1.01,3.81,Effective
564,irish accent,10381,0.179,3.66,138493,13054550,1,3.81,Effective
579,jesus,10381,0.074,3.66,136388,2598353,1.02,3.81,Effective
139,bizarre,10381,0.1,3.66,137590,4165320,1.05,3.81,Effective
528,humor,10381,0.147,3.66,138488,10849078,1.02,3.81,Effective
46,allegory,10381,0.258,3.66,138492,14086485,1.02,3.81,Effective
257,corporate america,10381,0.063,3.66,116236,985522,0.96,3.81,Effective
728,nudity (full frontal),10381,0.095,3.66,130531,2327508,1.06,3.81,Effective
327,dreamworks,10381,0.039,3.66,86398,433118,0.95,3.81,Effective
233,comic book adaption,10381,0.041,3.66,129678,1669076,1.01,3.81,Effective
1066,utopia,10381,0.106,3.66,138428,5367178,1.02,3.81,Effective
1000,suspenseful,10381,0.199,3.66,138492,12087112,1,3.81,Effective
146,bloody,10381,0.164,3.66,138357,7220926,1.03,3.81,Effective
454,good versus evil,10381,0.139,3.66,138483,9233950,1.01,3.81,Effective
862,rock and roll,10381,0.056,3.65,119922,1285806,0.99,3.53,Effective
48,alone in the world,10381,0.075,3.65,138114,3889882,1,3.53,Effective
960,spy,10381,0.087,3.65,137845,3957288,0.98,3.53,Effective
83,assassins,10381,0.072,3.65,135417,2571715,0.96,3.53,Effective
480,gulf war,10381,0.022,3.65,104430,443493,0.98,3.53,Effective
819,prostitution,10381,0.081,3.65,120596,1080202,1.01,3.53,Effective
957,spock,10381,0.021,3.65,89244,302815,1.04,3.53,Effective
648,mexico,10381,0.036,3.61,86296,418884,0.97,2.4,Effective
614,love story,10381,0.241,3.61,138493,13823374,1.02,2.4,Effective
1036,toys,10381,0.028,3.61,127939,1222325,1.03,2.4,Effective
854,road movie,10381,0.17,3.61,138490,7659834,1.04,2.4,Effective
905,sex,10381,0.085,3.61,132081,2190568,1.03,2.4,Effective
530,hunting,10381,0.085,3.61,137376,3606667,0.98,2.4,Effective
1044,treasure hunt,10381,0.06,3.61,137567,3467160,1.01,2.4,Effective
855,road trip,10381,0.094,3.61,135391,3005589,1.04,2.4,Effective
690,mythology,10381,0.116,3.61,138462,7300415,1.03,2.4,Effective
848,remade,10381,0.029,3.61,92665,481267,1.02,2.4,Effective
323,drama,10381,0.361,3.61,138493,17598685,1.01,2.4,Effective
765,parallel universe,10381,0.167,3.61,138492,9358764,1.04,2.4,Effective
147,boarding school,10381,0.026,3.61,81531,338555,0.98,2.4,Effective
448,good dialogue,10381,0.184,3.61,138493,14733907,1.04,2.4,Effective
881,saturn award (best special effects),10381,0.061,3.61,138062,5194593,1.01,2.4,Effective
113,based on book,10381,0.253,3.61,138493,16358352,1.02,2.4,Effective
204,children,10381,0.144,3.6,138446,5907242,1.04,2.11,Effective
1073,very interesting,10381,0.309,3.6,138493,17165821,1.02,2.11,Effective
587,kidnapping,10381,0.121,3.6,138197,4518847,1.01,2.11,Effective
363,evolution,10381,0.038,3.6,95963,509930,1.05,2.11,Effective
376,family drama,10381,0.192,3.6,138493,11583744,1.03,2.11,Effective
1108,whimsical,10381,0.216,3.6,138493,13737504,1.04,2.11,Effective
271,cross dressing,10381,0.048,3.6,119556,755965,1.04,2.11,Effective
1113,witches,10381,0.078,3.6,137170,2954787,1.02,2.11,Effective
275,cult classic,10381,0.268,3.6,138493,14951253,1.04,2.11,Effective
745,oscar,10381,0.237,3.6,138493,17208015,1.02,2.11,Effective
538,immortality,10381,0.111,3.6,138394,5725226,1.05,2.11,Effective
320,dr. seuss,10381,0.019,3.6,67337,221324,0.99,2.11,Effective
361,espionage,10381,0.061,3.6,135236,2356295,0.97,2.11,Effective
1103,weed,10381,0.076,3.6,130743,2086725,1.05,2.11,Effective
610,loneliness,10381,0.321,3.6,138493,17096329,1.03,2.11,Effective
105,bank robbery,10381,0.057,3.6,130565,1582010,0.97,2.11,Effective
907,sexual,10381,0.125,3.6,132193,2756483,1.05,2.11,Effective
525,hostage,10381,0.046,3.6,125793,1311216,0.96,2.11,Effective
351,enigmatic,10381,0.329,3.6,138493,17941886,1.02,2.11,Effective
63,animated,10381,0.048,3.6,121725,1251328,1.02,2.11,Effective
367,exciting,10381,0.15,3.6,138490,11587545,1.02,2.11,Effective
702,new jersey,10381,0.174,3.6,138493,8826416,1.02,2.11,Effective
519,honest,10381,0.259,3.6,138493,17603767,1.02,2.11,Effective
17,abortion,10381,0.02,3.6,49657,111524,0.96,2.11,Effective
420,futuristic,10381,0.108,3.6,138305,5845880,1.04,2.11,Effective
209,christianity,10381,0.036,3.6,91082,476168,1.02,2.11,Effective
596,latin america,10381,0.063,3.6,110642,720428,0.97,2.11,Effective
12,70mm,10381,0.066,3.59,137207,3546466,1.03,1.83,Effective
1082,vigilante,10381,0.082,3.59,135885,2776070,1,1.83,Effective
310,disney animated feature,10381,0.024,3.59,111602,822441,0.98,1.83,Effective
771,passionate,10381,0.256,3.59,138493,17022474,1.04,1.83,Effective
349,end of the world,10381,0.105,3.59,138439,6186106,1.04,1.83,Effective
529,humorous,10381,0.214,3.59,138493,13021869,1.05,1.83,Effective
366,exceptional acting,10381,0.25,3.59,138493,17305192,1.03,1.83,Effective
710,nocturnal,10381,0.246,3.59,138493,15101063,1.05,1.83,Effective
554,interesting,10381,0.32,3.59,138493,18451631,1.02,1.83,Effective
200,chicago,10381,0.026,3.59,110533,563546,0.97,1.83,Effective
701,nerds,10381,0.089,3.59,137519,3457201,1.03,1.83,Effective
107,based on a book,10381,0.274,3.59,138493,14001117,1.04,1.83,Effective
121,beautiful scenery,10381,0.28,3.59,138493,17960016,1.02,1.83,Effective
943,space opera,10381,0.058,3.59,134585,2282862,1.05,1.83,Effective
1107,western,10381,0.046,3.59,105825,579675,1.02,1.83,Effective
686,musical,10381,0.086,3.59,128128,1548325,1.03,1.83,Effective
923,sisters,10381,0.062,3.59,110079,780957,1.01,1.83,Effective
425,gay,10381,0.097,3.59,130989,2123307,1.02,1.83,Effective
1054,underrated,10381,0.228,3.59,138493,17834881,1.02,1.83,Effective
743,original plot,10381,0.241,3.59,138493,17530224,1.02,1.83,Effective
314,doctors,10381,0.183,3.59,138493,11870072,1.02,1.83,Effective
936,social commentary,10381,0.337,3.59,138493,18177765,1.02,1.83,Effective
390,fighting,10381,0.12,3.59,138424,7400253,1.03,1.83,Effective
84,astronauts,10381,0.045,3.59,132599,1453799,1.02,1.83,Effective
313,divorce,10381,0.128,3.59,138344,5525085,1,1.83,Effective
300,detective,10381,0.086,3.58,136178,2629036,1.02,1.55,Effective
860,robot,10381,0.048,3.58,132305,1936481,1.05,1.55,Effective
87,australia,10381,0.076,3.58,124219,1187236,1.02,1.55,Effective
170,buddy movie,10381,0.101,3.58,138406,6823950,1.03,1.55,Effective
1072,very good,10381,0.246,3.58,138493,18292430,1.02,1.55,Effective
599,lesbian,10381,0.048,3.58,94991,581458,1.02,1.55,Effective
601,life & death,10381,0.305,3.55,138493,17860760,1.05,0.69,Effective
663,monster,10381,0.104,3.55,137943,4197187,1.07,0.69,Effective
148,boat,10381,0.049,3.55,126172,993370,1.05,0.69,Effective
693,native americans,10381,0.025,3.55,93666,315919,1,0.69,Effective
787,plot,10381,0.268,3.55,138493,17506201,1.04,0.69,Effective
888,science,10381,0.083,3.55,138079,4247312,1.04,0.69,Effective
574,jane austen,10381,0.028,3.55,66589,172704,1.05,0.69,Effective
1104,weird,10381,0.361,3.55,138493,18741995,1.05,0.69,Effective
911,sexy,10381,0.276,3.55,138493,16261610,1.05,0.69,Effective
982,stylized,10381,0.317,3.55,138493,18439450,1.05,0.69,Effective
953,spiders,10381,0.081,3.55,136941,2716940,1.05,0.69,Effective
816,product placement,10381,0.09,3.55,138124,5009915,1.05,0.69,Effective
358,environmental,10381,0.053,3.55,127876,1193811,1.02,0.69,Effective
1043,treasure,10381,0.035,3.55,129200,1322931,1.02,0.69,Effective
692,nasa,10381,0.027,3.55,116606,579440,1.04,0.69,Effective
1012,technology,10381,0.201,3.55,138493,13706801,1.05,0.69,Effective
952,spelling bee,10381,0.075,3.55,117636,971532,1.03,0.69,Effective
750,oscar (best directing),10381,0.323,3.55,138493,19109892,1.04,0.69,Effective
128,betrayal,10381,0.312,3.55,138493,18777710,1.04,0.69,Effective
553,intense,10381,0.313,3.55,138493,18450726,1.05,0.69,Effective
1084,violence,10381,0.307,3.54,138493,16361722,1.05,0.41,Effective
664,monsters,10381,0.082,3.54,137575,3580578,1.06,0.41,Effective
49,alter ego,10381,0.202,3.54,138493,16228074,1.04,0.41,Effective
548,inspirational,10381,0.197,3.54,138493,15202743,1.05,0.41,Effective
270,criterion,10381,0.388,3.54,138493,19486685,1.05,0.41,Effective
995,surreal,10381,0.235,3.54,138492,10933837,1.09,0.41,Effective
418,funny as hell,10381,0.125,3.54,138381,5685515,1.07,0.41,Effective
292,death,10381,0.302,3.54,138493,18317814,1.05,0.41,Effective
258,corruption,10381,0.319,3.54,138493,19167611,1.04,0.41,Effective
722,nuclear,10381,0.027,3.54,112631,648017,1.01,0.41,Effective
523,horses,10381,0.042,3.54,102660,460166,1.03,0.41,Effective
932,snakes,10381,0.083,3.54,138022,4392730,1.05,0.41,Effective
266,creativity,10381,0.255,3.54,138493,17357357,1.05,0.41,Effective
536,imdb top 250,10381,0.332,3.54,138493,19267313,1.05,0.41,Effective
603,light,10381,0.305,3.54,138493,19146034,1.05,0.41,Effective
679,multiple storylines,10381,0.227,3.54,138493,16051574,1.06,0.41,Effective
865,romantic comedy,10381,0.124,3.54,138260,4888680,1.02,0.41,Effective
863,romance,10381,0.241,3.54,138493,13039580,1.05,0.41,Effective
1091,visually appealing,10381,0.361,3.54,138493,19499011,1.05,0.41,Effective
474,grindhouse,10381,0.266,3.54,138493,19243869,1.05,0.41,Effective
719,not funny,10381,0.301,3.54,138493,19460011,1.05,0.41,Effective
1051,twists & turns,10381,0.323,3.54,138493,19159593,1.05,0.41,Effective
99,bad ending,10381,0.229,3.54,138493,16215815,1.05,0.41,Effective
203,childhood,10381,0.326,3.54,138493,19271190,1.05,0.41,Effective
472,greed,10381,0.34,3.54,138493,19331083,1.05,0.41,Effective
368,existentialism,10381,0.264,3.54,138493,16431923,1.06,0.41,Effective
1064,unusual plot structure,10381,0.32,3.54,138493,19428648,1.05,0.41,Effective
