MOVIEID,TITLE,GENRES,TOTALRATERS,TOTALRATINGS,AVGRATING,AVGGENOMERELEVANCE,TAGCOUNT,OPPORTUNITYTYPE,PRIORITYSCORE,ACTIONPRIORITY,RECOMMENDEDACTION
47918,"Bravados, The (1958)",Drama|Western,9,9,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
33188,Mischief (1985),Comedy|Romance,59,59,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
26782,"Mambo Kings, The (1992)",Drama|Musical,126,126,3.11,0.135,1128,Standard,6,STANDARD,Monitor standard performance metrics.
3263,White Men Can't Jump (1992),Comedy|Drama,5600,5600,3.11,0.116,1128,Standard,6,STANDARD,Monitor standard performance metrics.
88812,30 Minutes or Less (2011),Action|Comedy|Crime,341,341,3.11,0.089,1128,Standard,6,STANDARD,Monitor standard performance metrics.
86137,Leap Year (Año bisiesto) (2010),Drama,19,19,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
5723,Continental Divide (1981),Comedy|Romance,232,232,3.11,0.07,1128,Standard,6,STANDARD,Monitor standard performance metrics.
30825,Meet the Fockers (2004),Comedy,4288,4288,3.11,0.1,1128,Standard,6,STANDARD,Monitor standard performance metrics.
6537,Terminator 3: Rise of the Machines (2003),Action|Adventure|Sci-Fi,8479,8479,3.11,0.148,1128,Standard,6,STANDARD,Monitor standard performance metrics.
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,6313,6313,3.11,0.092,1128,Standard,6,STANDARD,Monitor standard performance metrics.
3711,Sarafina! (1992),Drama,143,143,3.11,0.114,1128,Standard,6,STANDARD,Monitor standard performance metrics.
4717,"Battle Creek Brawl (Big Brawl, The) (1980)",Action|Comedy,114,114,3.11,0.127,1128,Standard,6,STANDARD,Monitor standard performance metrics.
7444,13 Going on 30 (2004),Comedy|Fantasy|Romance,3330,3330,3.11,0.092,1128,Standard,6,STANDARD,Monitor standard performance metrics.
32090,"Low Life, The (1995)",Drama,9,9,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
56079,Smiley Face (2007),Comedy,133,133,3.11,0.087,1128,Standard,6,STANDARD,Monitor standard performance metrics.
63828,Confessions of a Superhero (2007),Documentary,48,48,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
1541,Addicted to Love (1997),Comedy|Romance,2118,2118,3.11,0.098,1128,Standard,6,STANDARD,Monitor standard performance metrics.
4900,Out Cold (2001),Comedy,267,267,3.11,0.086,1128,Standard,6,STANDARD,Monitor standard performance metrics.
8587,Mayor of the Sunset Strip (2003),Documentary,63,63,3.11,0.193,1128,Standard,6,STANDARD,Monitor standard performance metrics.
43589,"Dark, The (2005)",Horror|Mystery|Thriller,32,32,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
3353,"Closer You Get, The (2000)",Comedy|Romance,35,35,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
5002,Fritz the Cat (1972),Animation,439,439,3.11,0.122,1128,Standard,6,STANDARD,Monitor standard performance metrics.
79955,"Love Parade, The (1929)",Comedy|Musical|Romance,14,14,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
2062,"Governess, The (1998)",Drama|Romance,435,435,3.11,0.103,1128,Standard,6,STANDARD,Monitor standard performance metrics.
7375,"Prince & Me, The (2004)",Comedy|Romance,542,542,3.11,0.076,1128,Standard,6,STANDARD,Monitor standard performance metrics.
34185,Staying Together (1989),Comedy|Drama,9,9,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
81075,"Temptation of St. Tony, The (Püha Tõnu kiusamine) (2009)",Drama|Fantasy|Mystery,9,9,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
4481,"Boost, The (1988)",Drama,72,72,3.11,0.112,1128,Standard,6,STANDARD,Monitor standard performance metrics.
89244,Face (Visage) (2009),Comedy|Drama,9,9,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
2431,Patch Adams (1998),Comedy|Drama,6045,6045,3.11,0.114,1128,Standard,6,STANDARD,Monitor standard performance metrics.
27239,Swimming (2000),Drama,9,9,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
55487,Outlaw (2007),Action|Crime|Drama|Thriller,9,9,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
52712,"Invisible, The (2007)",Crime|Drama|Fantasy|Mystery|Thriller,244,244,3.11,0.098,1128,Standard,6,STANDARD,Monitor standard performance metrics.
5081,Birthday Girl (2001),Drama|Romance,669,669,3.11,0.102,1128,Standard,6,STANDARD,Monitor standard performance metrics.
1457,Fools Rush In (1997),Comedy|Drama|Romance,2747,2747,3.11,0.092,1128,Standard,6,STANDARD,Monitor standard performance metrics.
2263,"Seventh Sign, The (1988)",Drama|Fantasy|Thriller,1413,1413,3.11,0.112,1128,Standard,6,STANDARD,Monitor standard performance metrics.
1355,Nightwatch (1997),Horror|Thriller,785,785,3.11,0.094,1128,Standard,6,STANDARD,Monitor standard performance metrics.
86244,Easy Money (Snabba Cash) (2010),Action|Thriller,36,36,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
57401,Cleaner (2007),Crime|Thriller,240,240,3.11,0.119,1128,Standard,6,STANDARD,Monitor standard performance metrics.
4242,Beautiful Creatures (2000),Comedy|Crime|Drama|Thriller,213,213,3.11,0.084,1128,Standard,6,STANDARD,Monitor standard performance metrics.
5036,California Suite (1978),Comedy,223,223,3.11,0.108,1128,Standard,6,STANDARD,Monitor standard performance metrics.
3537,Where the Money Is (2000),Comedy|Drama,272,272,3.11,0.109,1128,Standard,6,STANDARD,Monitor standard performance metrics.
5148,Black Like Me (1964),Drama,42,42,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
1896,Cousin Bette (1998),Comedy,274,274,3.11,0.099,1128,Standard,6,STANDARD,Monitor standard performance metrics.
54519,Princesas (2005),Drama,18,18,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
4135,"Monster Squad, The (1987)",Adventure|Comedy|Horror,491,491,3.11,0.095,1128,Standard,6,STANDARD,Monitor standard performance metrics.
5589,Indian Summer (1993),Comedy|Drama,314,314,3.11,0.11,1128,Standard,6,STANDARD,Monitor standard performance metrics.
185,"Net, The (1995)",Action|Crime|Thriller,24618,24618,3.11,0.105,1128,Standard,6,STANDARD,Monitor standard performance metrics.
4838,D.O.A. (1980),Documentary,83,83,3.11,0.088,1128,Standard,6,STANDARD,Monitor standard performance metrics.
88,Black Sheep (1996),Comedy,4864,4864,3.11,0.087,1128,Standard,6,STANDARD,Monitor standard performance metrics.
103483,V/H/S/2 (2013),Horror|Thriller,49,49,3.11,0.146,1128,Standard,6,STANDARD,Monitor standard performance metrics.
59000,Sex and Death 101 (2007),Comedy|Drama,64,64,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
59910,And When Did You Last See Your Father? (2007),Drama,61,61,3.11,0.144,1128,Standard,6,STANDARD,Monitor standard performance metrics.
3887,Went to Coney Island on a Mission From God... Be Back by Five (1998),Drama,27,27,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
1000,Curdled (1996),Crime,203,203,3.11,0.088,1128,Standard,6,STANDARD,Monitor standard performance metrics.
60259,Bambi 2 (2006),Animation|Children|Drama,19,19,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
7922,"Valachi Papers,The (1972)",Crime|Drama,40,40,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
61312,Noise (2007),Comedy|Drama,38,38,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
7528,"Passion of Ayn Rand, The (1999)",Documentary|Drama|Romance,9,9,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
27689,"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)",Action|Crime|Thriller,174,174,3.11,0.098,1128,Standard,6,STANDARD,Monitor standard performance metrics.
6769,Mambo Italiano (2003),Comedy,131,131,3.11,0.079,1128,Standard,6,STANDARD,Monitor standard performance metrics.
5332,"Aviator, The (1985)",Adventure,79,79,3.11,0.097,1128,Standard,6,STANDARD,Monitor standard performance metrics.
27751,'Salem's Lot (2004),Drama|Horror|Mystery|Thriller,130,130,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
453,For Love or Money (1993),Comedy|Romance,931,931,3.11,0.082,1128,Standard,6,STANDARD,Monitor standard performance metrics.
90424,"League of Gentlemen, The (1960)",Adventure|Comedy|Crime|Drama,22,22,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
2641,Superman II (1980),Action|Sci-Fi,8076,8076,3.11,0.125,1128,Standard,6,STANDARD,Monitor standard performance metrics.
97699,Love Me No More (Deux jours à tuer) (2008),Drama|Romance,9,9,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,3314,3314,3.11,0.091,1128,Standard,6,STANDARD,Monitor standard performance metrics.
4201,"End, The (1978)",Comedy,169,169,3.11,0.097,1128,Standard,6,STANDARD,Monitor standard performance metrics.
38046,Seven Swords (Chat gim) (2005),Action|Drama,33,33,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
297,Panther (1995),Drama,266,266,3.11,0.126,1128,Standard,6,STANDARD,Monitor standard performance metrics.
5378,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX,16425,16425,3.11,0.158,1128,Standard,6,STANDARD,Monitor standard performance metrics.
59709,"Oxford Murders, The (2007)",Crime|Mystery|Romance|Thriller,170,170,3.11,0.125,1128,Standard,6,STANDARD,Monitor standard performance metrics.
74097,Cabiria (1914),Adventure|Drama|War,9,9,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
5301,Bite the Bullet (1975),Action|Adventure|Western,80,80,3.11,0.101,1128,Standard,6,STANDARD,Monitor standard performance metrics.
6036,Secret Admirer (1985),Comedy|Romance,107,107,3.11,0.069,1128,Standard,6,STANDARD,Monitor standard performance metrics.
6259,My Friend Flicka (1943),Children|Western,91,91,3.11,0.078,1128,Standard,6,STANDARD,Monitor standard performance metrics.
6413,"Electric Horseman, The (1979)",Comedy|Western,313,313,3.11,0.091,1128,Standard,6,STANDARD,Monitor standard performance metrics.
2826,"13th Warrior, The (1999)",Action|Adventure|Fantasy,7478,7478,3.11,0.123,1128,Standard,6,STANDARD,Monitor standard performance metrics.
4554,To Kill a Priest (1988),Drama,18,18,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
32620,Not on the Lips (Pas sur la bouche) (2003),Comedy|Musical|Romance,22,22,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
48049,Assassin(s) (1997),Crime|Drama,23,23,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
96634,Emergo (Apartment 143) (2011),Horror,14,14,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
7113,Cabeza de Vaca (1991),Action|Adventure,23,23,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
113,Before and After (1996),Drama|Mystery,1089,1089,3.11,0.088,1128,Standard,6,STANDARD,Monitor standard performance metrics.
103972,"Last Days, The (Últimos días, Los) (2013)",Adventure|Sci-Fi|Thriller,9,9,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
100248,Lo (2009),Comedy|Horror|Romance,9,9,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
4287,Paris When It Sizzles (1964),Comedy|Romance,111,111,3.11,0.096,1128,Standard,6,STANDARD,Monitor standard performance metrics.
6960,Marquis (1989),Drama,14,14,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
55250,"Game Plan, The (2007)",Comedy,222,222,3.11,0.075,1128,Standard,6,STANDARD,Monitor standard performance metrics.
7437,Connie and Carla (2004),Comedy,192,192,3.11,0.084,1128,Standard,6,STANDARD,Monitor standard performance metrics.
45440,Art School Confidential (2006),Comedy|Drama,470,470,3.11,0.135,1128,Standard,6,STANDARD,Monitor standard performance metrics.
102905,Lovelace (2013),Drama,50,50,3.11,0.081,1128,Standard,6,STANDARD,Monitor standard performance metrics.
2430,Mighty Joe Young (1949),Adventure|Children|Drama,955,955,3.11,0.099,1128,Standard,6,STANDARD,Monitor standard performance metrics.
5226,All the Right Moves (1983),Drama|Romance,464,464,3.11,0.107,1128,Standard,6,STANDARD,Monitor standard performance metrics.
59037,Speed Racer (2008),Action|Children|Sci-Fi|IMAX,501,501,3.11,0.09,1128,Standard,6,STANDARD,Monitor standard performance metrics.
74731,Eden Log (2007),Horror|Mystery|Sci-Fi|Thriller,53,53,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
93024,Retreat (2011),Thriller,32,32,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
27608,Immortel (ad vitam) (Immortal) (2004),Action|Adventure|Animation|Fantasy|Sci-Fi,236,236,3.11,0.112,1128,Standard,6,STANDARD,Monitor standard performance metrics.
7343,Wisconsin Death Trip (1999),Documentary,37,37,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
86559,Raw Meat (Death Line) (1973),Horror,9,9,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
25874,Never Give a Sucker an Even Break (1941),Comedy|Musical,22,22,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
5486,Who Is Cletis Tout? (2001),Comedy,129,129,3.11,0.111,1128,Standard,6,STANDARD,Monitor standard performance metrics.
2151,"Gods Must Be Crazy II, The (1989)",Comedy,1513,1513,3.11,0.079,1128,Standard,6,STANDARD,Monitor standard performance metrics.
2247,Married to the Mob (1988),Comedy,2141,2141,3.11,0.085,1128,Standard,6,STANDARD,Monitor standard performance metrics.
74621,Dare (2009),Drama,19,19,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
26745,Other People's Money (1991),Comedy|Drama|Romance,175,175,3.11,0.078,1128,Standard,6,STANDARD,Monitor standard performance metrics.
75423,"Devil's Eye, The (Djävulens öga) (1960)",Comedy|Drama|Fantasy,19,19,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
5025,Orange County (2002),Comedy,2267,2267,3.11,0.12,1128,Standard,6,STANDARD,Monitor standard performance metrics.
47950,Hollywoodland (2006),Crime|Drama|Mystery|Thriller,422,422,3.11,0.11,1128,Standard,6,STANDARD,Monitor standard performance metrics.
2709,Muppets From Space (1999),Children|Comedy,1834,1834,3.11,0.102,1128,Standard,6,STANDARD,Monitor standard performance metrics.
65772,"Lazarus Project, The (2008)",Drama|Thriller,45,45,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
4728,Rat Race (2001),Comedy,3284,3284,3.11,0.103,1128,Standard,6,STANDARD,Monitor standard performance metrics.
41792,"Organization, The (1971)",Crime|Drama|Thriller,9,9,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
26559,Target (1985),Action|Drama|Thriller,14,14,3.11,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
126420,American Heist (2015),Action,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
103528,"Shadow Riders, The (1982)",Romance|Western,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
112811,"Front Line, The (Go-ji-jeon) (2011)",Drama|War,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
74780,Asfalttilampaat (1968),Drama,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
101220,Burn (2012),Documentary,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
109187,"Zero Theorem, The (2013)",Drama|Fantasy|Sci-Fi,88,88,3.1,0.112,1128,Standard,6,STANDARD,Monitor standard performance metrics.
70237,Moonshot (2009),Drama,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
60568,"Substitute, The (Vikaren) (2007)",Comedy|Sci-Fi|Thriller,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
3827,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi,5088,5088,3.1,0.116,1128,Standard,6,STANDARD,Monitor standard performance metrics.
7772,Undercurrent (1946),Film-Noir|Thriller,20,20,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
85955,"Swimsuit Issue, The (Allt flyter) (2008)",Comedy|Drama,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
6520,Knights of the Round Table (1953),Adventure|Drama,51,51,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
88278,Phantom (1922),Drama|Fantasy|Romance,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
3756,"Golden Bowl, The (2000)",Drama,249,249,3.1,0.079,1128,Standard,6,STANDARD,Monitor standard performance metrics.
120853,Fresh Guacamole (2012),Animation,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
70048,"Dark Backward, The (1991)",Comedy,10,10,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
105753,Superclásico (2011),Comedy|Drama,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
68205,Crank: High Voltage (2009),Action|Comedy|Crime,797,797,3.1,0.098,1128,Standard,6,STANDARD,Monitor standard performance metrics.
92665,"For a Good Time, Call... (2012)",Comedy|Drama|Romance,36,36,3.1,0.07,1128,Standard,6,STANDARD,Monitor standard performance metrics.
2320,Apt Pupil (1998),Drama|Thriller,1728,1728,3.1,0.129,1128,Standard,6,STANDARD,Monitor standard performance metrics.
73708,Macheads (2009),Documentary,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
3103,Stanley & Iris (1990),Drama|Romance,404,404,3.1,0.087,1128,Standard,6,STANDARD,Monitor standard performance metrics.
56570,Mary (2005),Drama|Thriller,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
100810,Dark Skies (2013),Horror|Sci-Fi|Thriller,82,82,3.1,0.103,1128,Standard,6,STANDARD,Monitor standard performance metrics.
2478,¡Three Amigos! (1986),Comedy|Western,6485,6485,3.1,0.12,1128,Standard,6,STANDARD,Monitor standard performance metrics.
3817,"Other Side of Sunday, The (Søndagsengler) (1996)",Comedy|Drama,74,74,3.1,0.079,1128,Standard,6,STANDARD,Monitor standard performance metrics.
94439,Jumping the Broom (2011),Comedy,10,10,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
104736,Closed Circuit (2013),Crime|Drama|Mystery,36,36,3.1,0.092,1128,Standard,6,STANDARD,Monitor standard performance metrics.
113453,Let's Be Cops (2014),Comedy|Crime,77,77,3.1,0.086,1128,Standard,6,STANDARD,Monitor standard performance metrics.
26791,Shining Through (1992),Drama|Romance|Thriller|War,71,71,3.1,0.078,1128,Standard,6,STANDARD,Monitor standard performance metrics.
60827,Lost in Beijing (Ping guo) (2007),Drama,10,10,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
3374,Daughters of the Dust (1991),Drama,87,87,3.1,0.094,1128,Standard,6,STANDARD,Monitor standard performance metrics.
3278,Gendernauts (1999),Documentary,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
3332,"Legend of Lobo, The (1962)",Adventure|Children,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
2561,True Crime (1999),Crime|Thriller,1129,1129,3.1,0.113,1128,Standard,6,STANDARD,Monitor standard performance metrics.
3497,Max Dugan Returns (1983),Comedy,398,398,3.1,0.083,1128,Standard,6,STANDARD,Monitor standard performance metrics.
32864,"Move Over, Darling (1963)",Comedy|Romance,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
78583,Drama/Mex (2006),Drama,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
88382,Angel of Mine (a.k.a. The Mark of an Angel) (L'empreinte de l'ange) (2008),Drama,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
1661,Switchback (1997),Crime|Mystery|Thriller,611,611,3.1,0.092,1128,Standard,6,STANDARD,Monitor standard performance metrics.
73261,"Sun Also Rises, The (1957)",Drama,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
96259,Beloved (Les bien-aimées) (2011),Drama|Musical|Romance,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
3619,"Hollywood Knights, The (1980)",Comedy,272,272,3.1,0.107,1128,Standard,6,STANDARD,Monitor standard performance metrics.
26290,Executive Action (1973),Crime|Drama,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
72167,"Boondock Saints II: All Saints Day, The (2009)",Action|Crime|Drama|Thriller,403,403,3.1,0.1,1128,Standard,6,STANDARD,Monitor standard performance metrics.
152,"Addiction, The (1995)",Drama|Horror,651,651,3.1,0.099,1128,Standard,6,STANDARD,Monitor standard performance metrics.
50886,Five Fingers (2006),Drama|Thriller,36,36,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
3704,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi,5436,5436,3.1,0.119,1128,Standard,6,STANDARD,Monitor standard performance metrics.
7813,FM (1978),Drama,26,26,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
93970,Helsinki Napoli All Night Long (1987),Comedy|Thriller,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
8003,Bedlam (1946),Drama|Horror,46,46,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
91634,G.I. Joe: The Revenge of Cobra (1984),Action|Animation,15,15,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
69255,The Merry Widow (2007),Comedy|Drama,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
66979,Out at the Wedding (2007),Comedy|Romance,10,10,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
107949,"Invisible Woman, The (2013)",Drama|Romance,25,25,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
3656,Lured (1947),Crime|Film-Noir|Mystery|Thriller,21,21,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
2035,Blackbeard's Ghost (1968),Children|Comedy,324,324,3.1,0.083,1128,Standard,6,STANDARD,Monitor standard performance metrics.
6243,Ringu 2 (Ring 2) (1999),Horror|Mystery,362,362,3.1,0.081,1128,Standard,6,STANDARD,Monitor standard performance metrics.
90434,Assassination Games (2011),Action|Thriller,21,21,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
4864,Titanica (1992),Documentary|IMAX,110,110,3.1,0.108,1128,Standard,6,STANDARD,Monitor standard performance metrics.
98111,Dangerous Liaisons (2012),Drama|Mystery|Romance,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
8922,Epidemic (1988),Drama|Horror|Thriller,63,63,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
88971,Mr. Moto Takes a Chance (1938),Crime|Drama|Mystery,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
6171,Cesar & Rosalie (César et Rosalie) (1972),Comedy|Drama|Romance,10,10,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller,8505,8505,3.1,0.116,1128,Standard,6,STANDARD,Monitor standard performance metrics.
40969,First Descent (2005),Documentary,15,15,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
91697,Pitfall (1948),Film-Noir,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
6336,Marooned in Iraq (Gomgashtei dar Aragh) (2002),Drama,29,29,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
3023,My Best Girl (1927),Comedy|Romance,30,30,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
32124,God Is Brazilian (Deus É Brasileiro) (2003),Adventure|Comedy|Fantasy,43,43,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
103745,"Cheshire Murders, The (2013)",Documentary,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
4767,Abbott and Costello Meet the Mummy (1955),Comedy|Horror,384,384,3.1,0.1,1128,Standard,6,STANDARD,Monitor standard performance metrics.
8681,Lancelot of the Lake (Lancelot du Lac) (1974),Drama|War,41,41,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
1487,Selena (1997),Drama|Musical,1608,1608,3.1,0.093,1128,Standard,6,STANDARD,Monitor standard performance metrics.
869,Kansas City (1996),Crime|Drama|Musical|Thriller,568,568,3.1,0.088,1128,Standard,6,STANDARD,Monitor standard performance metrics.
108647,It Boy (20 ans d'écart) (2013),Comedy|Romance,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
71318,Terra (a.k.a. Battle for Terra) (2007),Adventure|Animation|Sci-Fi,84,84,3.1,0.084,1128,Standard,6,STANDARD,Monitor standard performance metrics.
7109,Beyond the Clouds (Al di là delle nuvole) (1996),Drama|Romance,60,60,3.1,0.144,1128,Standard,6,STANDARD,Monitor standard performance metrics.
70062,Judas Kiss (1998),Crime|Drama|Thriller,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
37257,"Companeros (Vamos a matar, compañeros) (1970)",Comedy|Western,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
109205,No Nukes (1980),Documentary|Musical,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
92793,Rusalochka (The Little Mermaid) (1976),Children|Fantasy|Musical|Romance,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
53967,High Road to China (1983),Adventure|Drama|Romance|War,21,21,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
85542,Map of the Sounds of Tokyo (2009),Drama|Thriller,10,10,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
32298,Guess Who (2005),Comedy|Romance,466,466,3.1,0.084,1128,Standard,6,STANDARD,Monitor standard performance metrics.
2634,"Mummy, The (1959)",Horror,638,638,3.1,0.114,1128,Standard,6,STANDARD,Monitor standard performance metrics.
53849,Uranus (1990),Comedy|Drama,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
82635,Glue (2006),Drama,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
58806,Smart People (2008),Comedy|Drama|Romance,336,336,3.1,0.096,1128,Standard,6,STANDARD,Monitor standard performance metrics.
2101,Squanto: A Warrior's Tale (1994),Adventure|Drama,153,153,3.1,0.102,1128,Standard,6,STANDARD,Monitor standard performance metrics.
27326,Devdas (2002),Musical|Romance,39,39,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
8149,"Atlantis, the Lost Continent (1961)",Adventure|Sci-Fi,36,36,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
100017,Keep the Lights On (2012),Drama,10,10,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
103749,"Damned, The (Les Maudits) (1947)",Drama,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
86316,Gold Diggers of 1937 (1936),Comedy|Musical|Romance,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
60243,Pocket Money (1972),Comedy|Western,10,10,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
84781,"Notorious Landlady, The (1962)",Comedy|Mystery,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
128914,Tom Segura: Completely Normal (2014),Comedy,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
70173,Afterburn (1992),Drama,5,5,3.1,0,0,Standard,6,STANDARD,Monitor standard performance metrics.
