USERID,MOVIES_RATED,TOTAL_RATINGS,AVG_RATING_GIVEN,RATING_VARIANCE,TOTAL_TAGS_APPLIED,TAGS_PER_MOVIE_RATIO,USER_ENGAGEMENT_TIER,RATING_STYLE,RATING_PATTERN,TAGGING_BEHAVIOR
126320,28,28,3.36,1.01,0,0.00,Light User,Critical Rater,Moderate Variance,Light Tagger
93988,28,28,4.29,0.51,0,0.00,Light User,Generous Rater,Consistent (Low Variance),Light Tagger
87435,28,28,3.71,1.1,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
24588,28,28,4.04,0.82,0,0.00,Light User,Generous Rater,Moderate Variance,Light Tagger
26911,28,28,3.32,1.1,0,0.00,Light User,Critical Rater,Moderate Variance,Light Tagger
104086,28,28,4.04,0.73,0,0.00,Light User,Generous Rater,Consistent (Low Variance),Light Tagger
135508,28,28,3.04,1.45,0,0.00,Light User,Critical Rater,Discriminating (High Variance),Light Tagger
529,28,28,3.25,1.43,0,0.00,Light User,Critical Rater,Discriminating (High Variance),Light Tagger
116211,28,28,4.11,0.67,0,0.00,Light User,Generous Rater,Consistent (Low Variance),Light Tagger
99195,28,28,2.86,1.09,0,0.00,Light User,Very Critical Rater,Moderate Variance,Light Tagger
6076,29,29,3.76,1.52,0,0.00,Light User,Balanced Rater,Discriminating (High Variance),Light Tagger
97702,29,29,3.86,0.9,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
10124,28,28,3.89,1.26,0,0.00,Light User,Balanced Rater,Discriminating (High Variance),Light Tagger
79825,28,28,3.5,0.78,0,0.00,Light User,Balanced Rater,Consistent (Low Variance),Light Tagger
70826,28,28,3.59,1.09,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
10319,28,28,3.46,0.91,0,0.00,Light User,Critical Rater,Moderate Variance,Light Tagger
72042,28,28,3.54,0.98,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
76166,28,28,2.96,1.42,0,0.00,Light User,Very Critical Rater,Discriminating (High Variance),Light Tagger
102381,28,28,3.39,0.98,0,0.00,Light User,Critical Rater,Moderate Variance,Light Tagger
74511,28,28,4.14,0.64,0,0.00,Light User,Generous Rater,Consistent (Low Variance),Light Tagger
91609,28,28,3.46,0.73,0,0.00,Light User,Critical Rater,Consistent (Low Variance),Light Tagger
27609,28,28,3.82,1.07,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
100852,28,28,3.89,0.82,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
43313,28,28,3.14,0.99,0,0.00,Light User,Critical Rater,Moderate Variance,Light Tagger
102058,28,28,3.29,0.8,0,0.00,Light User,Critical Rater,Moderate Variance,Light Tagger
121623,28,28,3.5,0.78,0,0.00,Light User,Balanced Rater,Consistent (Low Variance),Light Tagger
25292,28,28,4,1.07,0,0.00,Light User,Generous Rater,Moderate Variance,Light Tagger
57915,28,28,3.71,0.92,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
110319,28,28,3.55,1.03,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
35209,28,28,3.43,1.08,0,0.00,Light User,Critical Rater,Moderate Variance,Light Tagger
5920,28,28,3.86,1.17,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
125925,28,28,3.96,1.02,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
109743,28,28,4.46,0.91,0,0.00,Light User,Generous Rater,Moderate Variance,Light Tagger
113665,28,28,3.21,0.77,0,0.00,Light User,Critical Rater,Consistent (Low Variance),Light Tagger
117833,28,28,4,0.76,0,0.00,Light User,Generous Rater,Consistent (Low Variance),Light Tagger
32569,28,28,3.54,0.82,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
114297,28,28,3.54,1.32,0,0.00,Light User,Balanced Rater,Discriminating (High Variance),Light Tagger
10473,28,28,3.18,1.49,0,0.00,Light User,Critical Rater,Discriminating (High Variance),Light Tagger
36529,28,28,3.73,0.86,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
110297,28,28,3.82,0.93,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
33230,28,28,3.13,1.41,0,0.00,Light User,Critical Rater,Discriminating (High Variance),Light Tagger
20481,28,28,3.25,1.09,0,0.00,Light User,Critical Rater,Moderate Variance,Light Tagger
90069,28,28,4.39,0.77,0,0.00,Light User,Generous Rater,Consistent (Low Variance),Light Tagger
100264,33,33,3.85,0.82,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
103360,28,28,4.2,0.86,0,0.00,Light User,Generous Rater,Moderate Variance,Light Tagger
17114,28,28,3.52,0.8,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
32326,28,28,3.11,1.37,0,0.00,Light User,Critical Rater,Discriminating (High Variance),Light Tagger
132632,28,28,3.82,0.93,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
27538,28,28,3.29,1.14,0,0.00,Light User,Critical Rater,Moderate Variance,Light Tagger
113582,28,28,3.13,1.05,0,0.00,Light User,Critical Rater,Moderate Variance,Light Tagger
51358,28,28,3.57,0.82,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
49845,28,28,3.54,0.82,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
54137,28,28,3.82,0.97,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
79944,28,28,3.39,1.05,0,0.00,Light User,Critical Rater,Moderate Variance,Light Tagger
83312,28,28,3.64,1.11,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
40952,28,28,3.79,0.94,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
33524,28,28,3.84,0.79,0,0.00,Light User,Balanced Rater,Consistent (Low Variance),Light Tagger
88976,28,28,3.39,0.94,0,0.00,Light User,Critical Rater,Moderate Variance,Light Tagger
86506,28,28,3.61,1.08,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
62121,28,28,4.36,0.77,0,0.00,Light User,Generous Rater,Consistent (Low Variance),Light Tagger
109236,72,72,3.26,1.07,0,0.00,Regular User,Critical Rater,Moderate Variance,Light Tagger
96271,28,28,3.8,1.04,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
132522,28,28,3.39,1.29,0,0.00,Light User,Critical Rater,Discriminating (High Variance),Light Tagger
33501,28,28,3.79,0.67,0,0.00,Light User,Balanced Rater,Consistent (Low Variance),Light Tagger
110343,28,28,4.07,0.75,0,0.00,Light User,Generous Rater,Consistent (Low Variance),Light Tagger
79698,28,28,3.43,0.68,0,0.00,Light User,Critical Rater,Consistent (Low Variance),Light Tagger
103942,28,28,3.64,0.81,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
117199,28,28,3.64,0.77,0,0.00,Light User,Balanced Rater,Consistent (Low Variance),Light Tagger
115022,28,28,3.07,1.07,0,0.00,Light User,Critical Rater,Moderate Variance,Light Tagger
73575,28,28,3.82,0.76,0,0.00,Light User,Balanced Rater,Consistent (Low Variance),Light Tagger
78003,28,28,2.79,1.47,0,0.00,Light User,Very Critical Rater,Discriminating (High Variance),Light Tagger
94706,28,28,4.52,0.47,0,0.00,Light User,Generous Rater,Consistent (Low Variance),Light Tagger
69077,28,28,3.07,0.92,0,0.00,Light User,Critical Rater,Moderate Variance,Light Tagger
45672,28,28,4.02,1.01,0,0.00,Light User,Generous Rater,Moderate Variance,Light Tagger
93161,28,28,4.18,0.91,0,0.00,Light User,Generous Rater,Moderate Variance,Light Tagger
73768,28,28,3.82,1.26,0,0.00,Light User,Balanced Rater,Discriminating (High Variance),Light Tagger
119514,28,28,3.14,0.94,0,0.00,Light User,Critical Rater,Moderate Variance,Light Tagger
84807,41,41,3.8,0.94,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
54244,41,41,4.07,0.92,0,0.00,Casual User,Generous Rater,Moderate Variance,Light Tagger
134110,41,41,3.46,0.86,0,0.00,Casual User,Critical Rater,Moderate Variance,Light Tagger
27956,28,28,3.39,1.08,0,0.00,Light User,Critical Rater,Moderate Variance,Light Tagger
137578,28,28,3.46,0.98,0,0.00,Light User,Critical Rater,Moderate Variance,Light Tagger
74075,28,28,3.43,1.15,0,0.00,Light User,Critical Rater,Moderate Variance,Light Tagger
103488,28,28,4.25,1.12,0,0.00,Light User,Generous Rater,Moderate Variance,Light Tagger
128974,28,28,3.57,0.82,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
28119,41,41,3.73,0.64,0,0.00,Casual User,Balanced Rater,Consistent (Low Variance),Light Tagger
71062,28,28,3.11,1.19,0,0.00,Light User,Critical Rater,Moderate Variance,Light Tagger
113360,28,28,4.39,0.79,0,0.00,Light User,Generous Rater,Consistent (Low Variance),Light Tagger
79518,28,28,2.95,1.37,0,0.00,Light User,Very Critical Rater,Discriminating (High Variance),Light Tagger
106907,28,28,3.68,1.24,0,0.00,Light User,Balanced Rater,Discriminating (High Variance),Light Tagger
126828,28,28,3.46,1.2,0,0.00,Light User,Critical Rater,Discriminating (High Variance),Light Tagger
80636,28,28,3.64,0.79,0,0.00,Light User,Balanced Rater,Consistent (Low Variance),Light Tagger
117018,28,28,3.61,0.78,0,0.00,Light User,Balanced Rater,Consistent (Low Variance),Light Tagger
16086,28,28,2.86,0.91,0,0.00,Light User,Very Critical Rater,Moderate Variance,Light Tagger
107568,41,41,2.76,1.23,0,0.00,Casual User,Very Critical Rater,Discriminating (High Variance),Light Tagger
57316,41,41,3.71,0.83,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
132954,28,28,3.21,0.89,0,0.00,Light User,Critical Rater,Moderate Variance,Light Tagger
120085,28,28,3.54,0.82,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
77906,28,28,3.5,1.02,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
27835,28,28,3.41,0.74,0,0.00,Light User,Critical Rater,Consistent (Low Variance),Light Tagger
121985,28,28,3.73,1.18,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
15794,28,28,3.82,0.89,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
30573,28,28,3.21,1.39,0,0.00,Light User,Critical Rater,Discriminating (High Variance),Light Tagger
64177,28,28,3.96,0.91,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
122558,28,28,3.73,0.76,0,0.00,Light User,Balanced Rater,Consistent (Low Variance),Light Tagger
51773,28,28,4,1.36,0,0.00,Light User,Generous Rater,Discriminating (High Variance),Light Tagger
107905,28,28,3.43,1.24,0,0.00,Light User,Critical Rater,Discriminating (High Variance),Light Tagger
125840,28,28,4.07,0.84,0,0.00,Light User,Generous Rater,Moderate Variance,Light Tagger
5046,421,421,2.91,1.04,0,0.00,Power User,Very Critical Rater,Moderate Variance,Light Tagger
89634,41,41,3.44,0.8,0,0.00,Casual User,Critical Rater,Moderate Variance,Light Tagger
124316,41,41,3.45,1.18,0,0.00,Casual User,Critical Rater,Moderate Variance,Light Tagger
121373,41,41,3.9,0.96,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
26358,41,41,3.32,0.95,0,0.00,Casual User,Critical Rater,Moderate Variance,Light Tagger
91298,41,41,3.41,1.01,0,0.00,Casual User,Critical Rater,Moderate Variance,Light Tagger
104602,41,41,3.83,1.25,0,0.00,Casual User,Balanced Rater,Discriminating (High Variance),Light Tagger
75166,41,41,4.32,0.97,0,0.00,Casual User,Generous Rater,Moderate Variance,Light Tagger
107645,41,41,3.56,0.6,0,0.00,Casual User,Balanced Rater,Consistent (Low Variance),Light Tagger
23252,41,41,3.88,0.97,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
91727,41,41,3.6,1.22,0,0.00,Casual User,Balanced Rater,Discriminating (High Variance),Light Tagger
81253,41,41,4.38,0.72,0,0.00,Casual User,Generous Rater,Consistent (Low Variance),Light Tagger
11551,41,41,3.8,1.23,0,0.00,Casual User,Balanced Rater,Discriminating (High Variance),Light Tagger
61484,41,41,4.02,1.21,0,0.00,Casual User,Generous Rater,Discriminating (High Variance),Light Tagger
91987,41,41,3.39,1.01,0,0.00,Casual User,Critical Rater,Moderate Variance,Light Tagger
90586,408,408,3.21,1.34,0,0.00,Power User,Critical Rater,Discriminating (High Variance),Light Tagger
60880,41,41,4.62,0.38,0,0.00,Casual User,Generous Rater,Consistent (Low Variance),Light Tagger
113604,421,421,3.47,1.09,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
76006,41,41,3.74,0.72,0,0.00,Casual User,Balanced Rater,Consistent (Low Variance),Light Tagger
132182,41,41,4.02,0.84,0,0.00,Casual User,Generous Rater,Moderate Variance,Light Tagger
44619,41,41,4.46,0.94,0,0.00,Casual User,Generous Rater,Moderate Variance,Light Tagger
23393,41,41,3.41,0.58,0,0.00,Casual User,Critical Rater,Consistent (Low Variance),Light Tagger
51947,41,41,3.83,1.23,0,0.00,Casual User,Balanced Rater,Discriminating (High Variance),Light Tagger
6382,41,41,4.16,0.94,0,0.00,Casual User,Generous Rater,Moderate Variance,Light Tagger
137919,41,41,3.98,1,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
61762,41,41,3.33,0.97,0,0.00,Casual User,Critical Rater,Moderate Variance,Light Tagger
67859,41,41,3.46,0.7,0,0.00,Casual User,Critical Rater,Consistent (Low Variance),Light Tagger
113045,41,41,4.34,0.57,0,0.00,Casual User,Generous Rater,Consistent (Low Variance),Light Tagger
43404,41,41,4.1,0.71,0,0.00,Casual User,Generous Rater,Consistent (Low Variance),Light Tagger
123234,41,41,3.59,0.94,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
89545,41,41,3.06,1.14,0,0.00,Casual User,Critical Rater,Moderate Variance,Light Tagger
4921,41,41,4.17,1.09,0,0.00,Casual User,Generous Rater,Moderate Variance,Light Tagger
135205,28,28,3.21,0.67,0,0.00,Light User,Critical Rater,Consistent (Low Variance),Light Tagger
126927,430,430,4.19,0.54,0,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
58652,421,421,3.39,1.11,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
109066,421,421,3.8,0.71,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
99774,421,421,3.79,1.2,0,0.00,Power User,Balanced Rater,Discriminating (High Variance),Light Tagger
66749,429,429,2.98,1.23,0,0.00,Power User,Very Critical Rater,Discriminating (High Variance),Light Tagger
664,429,429,4.18,0.84,0,0.00,Power User,Generous Rater,Moderate Variance,Light Tagger
122382,430,430,3.91,1.04,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
38397,430,430,3.77,1.2,0,0.00,Power User,Balanced Rater,Discriminating (High Variance),Light Tagger
107481,430,430,3.57,0.88,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
16339,422,422,3.37,0.93,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
13586,41,41,3.56,1.07,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
27183,41,41,3.15,0.84,0,0.00,Casual User,Critical Rater,Moderate Variance,Light Tagger
79729,41,41,2.45,1.12,0,0.00,Casual User,Very Critical Rater,Moderate Variance,Light Tagger
56036,41,41,3.34,0.9,0,0.00,Casual User,Critical Rater,Moderate Variance,Light Tagger
138395,41,41,3.98,0.81,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
59722,41,41,3.59,0.92,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
10512,41,41,4.48,0.95,0,0.00,Casual User,Generous Rater,Moderate Variance,Light Tagger
42613,41,41,3.32,1.11,0,0.00,Casual User,Critical Rater,Moderate Variance,Light Tagger
105331,422,422,3.24,1.06,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
119635,422,422,3.62,0.71,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
106500,422,422,3.5,1,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
98842,423,423,2.76,0.9,0,0.00,Power User,Very Critical Rater,Moderate Variance,Light Tagger
59249,427,427,2.78,0.62,0,0.00,Power User,Very Critical Rater,Consistent (Low Variance),Light Tagger
94342,424,424,2.32,1.58,0,0.00,Power User,Very Critical Rater,Discriminating (High Variance),Light Tagger
28394,424,424,2.75,1.26,0,0.00,Power User,Very Critical Rater,Discriminating (High Variance),Light Tagger
84434,424,424,3.6,0.67,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
103741,424,424,3.75,0.72,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
80488,425,425,2.88,1.24,0,0.00,Power User,Very Critical Rater,Discriminating (High Variance),Light Tagger
53088,426,426,3.63,1.1,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
86949,427,427,3.65,0.81,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
28248,427,427,3.43,0.96,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
96747,423,423,3.54,1.11,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
45831,25,25,3.8,1,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
127038,412,412,3.63,1.06,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
66987,420,420,3.63,0.76,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
104495,420,420,3.22,1.18,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
24273,418,418,3.54,0.94,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
47317,418,418,4.42,0.76,0,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
59352,418,418,3.95,0.75,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
51848,418,418,3.44,0.69,0,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
71610,417,417,3.26,0.8,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
115351,416,416,3.29,0.93,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
54513,415,415,3.69,0.82,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
27640,415,415,3.11,1.34,0,0.00,Power User,Critical Rater,Discriminating (High Variance),Light Tagger
23979,414,414,3.46,1.05,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
107189,414,414,4.17,0.93,0,0.00,Power User,Generous Rater,Moderate Variance,Light Tagger
21200,414,414,3.58,1,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
2267,41,41,3.84,1.11,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
74753,413,413,3.97,0.93,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
119711,41,41,3.78,0.87,0,0.00,Casual User,Balanced Rater,Moderate Variance,Light Tagger
41454,412,412,3.24,0.96,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
69482,412,412,2.96,1.16,0,0.00,Power User,Very Critical Rater,Moderate Variance,Light Tagger
129866,412,412,3.57,0.95,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
10276,412,412,3.12,1.19,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
63055,412,412,3.19,1.08,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
65995,412,412,3.66,1.01,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
82734,412,412,3.94,0.63,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
17009,410,410,3.91,0.91,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
75855,410,410,3.39,1.07,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
133042,410,410,3.55,1.09,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
98954,409,409,3.62,0.78,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
25050,409,409,3.71,1.05,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
90834,408,408,3.12,0.81,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
130605,413,413,3.41,1.16,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
109941,41,41,3.99,1.22,0,0.00,Casual User,Balanced Rater,Discriminating (High Variance),Light Tagger
103449,403,403,2.87,0.97,0,0.00,Power User,Very Critical Rater,Moderate Variance,Light Tagger
76866,401,401,3.48,1.09,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
119179,394,394,3.63,0.82,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
21337,402,402,3.62,0.83,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
118725,402,402,3.62,0.78,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
15580,402,402,3.74,0.69,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
68768,402,402,3.88,0.68,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
87365,403,403,4.05,1.09,0,0.00,Power User,Generous Rater,Moderate Variance,Light Tagger
121847,403,403,3.94,1.06,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
30699,400,400,3.12,0.98,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
50855,403,403,3.72,0.87,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
70666,405,405,3.21,1.27,0,0.00,Power User,Critical Rater,Discriminating (High Variance),Light Tagger
16228,405,405,3.89,0.71,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
132583,406,406,3.06,0.96,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
16048,407,407,3.5,0.61,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
122348,407,407,4.22,0.69,0,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
6021,408,408,3.57,0.91,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
138201,408,408,3.35,1.03,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
62446,400,400,3.24,0.84,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
123749,400,400,3.42,0.99,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
87314,399,399,3.86,1.01,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
55090,399,399,4.07,0.86,0,0.00,Power User,Generous Rater,Moderate Variance,Light Tagger
88883,399,399,4.03,0.61,0,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
136050,398,398,3.73,0.81,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
23035,398,398,3.49,0.83,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
75617,397,397,3.83,0.89,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
70560,397,397,3.9,0.62,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
29489,397,397,4.14,0.86,0,0.00,Power User,Generous Rater,Moderate Variance,Light Tagger
80677,396,396,3.69,0.76,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
107160,396,396,3.04,1.15,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
70902,394,394,4.16,0.76,0,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
75293,402,402,2.93,1.09,0,0.00,Power User,Very Critical Rater,Moderate Variance,Light Tagger
86640,363,363,3.42,1.18,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
76208,384,384,3.21,0.76,0,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
25503,392,392,3.32,0.76,0,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
34437,392,392,3.45,1.51,0,0.00,Power User,Critical Rater,Discriminating (High Variance),Light Tagger
125233,392,392,3.8,0.96,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
123981,390,390,3.79,0.52,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
67148,390,390,3.56,1.36,0,0.00,Power User,Balanced Rater,Discriminating (High Variance),Light Tagger
6326,390,390,3.8,0.84,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
59613,389,389,3.25,1.12,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
43258,388,388,3.79,0.78,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
20128,388,388,3.08,1.81,0,0.00,Power User,Critical Rater,Discriminating (High Variance),Light Tagger
114993,386,386,3.44,1.18,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
10502,386,386,3.28,0.72,0,0.00,Power User,Critical Rater,Consistent (Low Variance),Light Tagger
49650,386,386,3.95,0.78,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
12613,386,386,3.35,0.97,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
92822,385,385,3.25,1.04,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
136284,24,24,3.79,0.82,0,0.00,Light User,Balanced Rater,Moderate Variance,Light Tagger
42365,362,362,3.01,0.98,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
112989,384,384,3.57,0.84,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
20782,384,384,3.26,0.8,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
85792,384,384,2.99,1.17,0,0.00,Power User,Very Critical Rater,Moderate Variance,Light Tagger
17600,383,383,3.55,1.06,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
61914,383,383,3.74,0.83,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
45303,383,383,3.54,0.86,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
136328,383,383,3.78,0.9,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
41163,382,382,3.87,0.66,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
90115,381,381,2.09,0.91,0,0.00,Power User,Very Critical Rater,Moderate Variance,Light Tagger
138166,379,379,3.71,0.44,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
30405,379,379,3.66,1.14,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
85004,377,377,3.25,1.17,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
3094,377,377,3.92,0.73,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
117557,377,377,3.33,1.25,0,0.00,Power User,Critical Rater,Discriminating (High Variance),Light Tagger
115574,385,385,3.57,0.85,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
107580,373,373,3.54,0.79,0,0.00,Power User,Balanced Rater,Consistent (Low Variance),Light Tagger
45098,363,363,3.77,1.01,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
126374,363,363,3.78,1.08,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
126872,363,363,3.5,0.99,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
130572,372,372,4.19,0.66,0,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
15317,372,372,3.44,0.87,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
94716,372,372,3.17,0.85,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
28548,373,373,3.79,1.06,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
108560,373,373,3.77,1.03,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
67845,365,365,2.89,0.89,0,0.00,Power User,Very Critical Rater,Moderate Variance,Light Tagger
138493,373,373,4.17,0.77,0,0.00,Power User,Generous Rater,Consistent (Low Variance),Light Tagger
90173,374,374,3.24,1.1,0,0.00,Power User,Critical Rater,Moderate Variance,Light Tagger
5446,374,374,3.83,1,0,0.00,Power User,Balanced Rater,Moderate Variance,Light Tagger
